OBS_STATUS;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES615;2011;PLAZ_MEDI_ESTI;14537.27711673;A
A;ES615;2010;PLAZ_MEDI_ESTI;19265.6388887;A
A;ES615;2009;PLAZ_MEDI_ESTI;20087.25806456;A
A;ES615;2008;PLAZ_MEDI_ESTI;20101.7473118;A
A;ES615;2007;PLAZ_MEDI_ESTI;19820.6182792;A
A;ES616;2020;PLAZ_MEDI_ESTI;2258.874478851;A
A;ES616;2019;PLAZ_MEDI_ESTI;3702.648476703;A
A;ES616;2018;PLAZ_MEDI_ESTI;3697.02652329;A
A;ES616;2017;PLAZ_MEDI_ESTI;3677.60591403;A
A;ES616;2016;PLAZ_MEDI_ESTI;3948.91935843;A
A;ES616;2015;PLAZ_MEDI_ESTI;4288.864785;A
A;ES616;2014;PLAZ_MEDI_ESTI;4092.10144112;A
A;ES616;2013;PLAZ_MEDI_ESTI;4605.0722931;A
A;ES616;2012;PLAZ_MEDI_ESTI;4510.59887622;A
A;ES616;2011;PLAZ_MEDI_ESTI;3961.61662205;A
A;ES616;2010;PLAZ_MEDI_ESTI;4164.87568157;A
A;ES616;2009;PLAZ_MEDI_ESTI;4380.08465157;A
A;ES616;2008;PLAZ_MEDI_ESTI;4162.27500261;A
A;ES616;2007;PLAZ_MEDI_ESTI;4267.8593318;A
A;ES617;2020;PLAZ_MEDI_ESTI;13170.160505126;A
A;ES617;2019;PLAZ_MEDI_ESTI;15635.003584229;A
A;ES617;2018;PLAZ_MEDI_ESTI;15688.68100353;A
A;ES617;2017;PLAZ_MEDI_ESTI;15290.76075276;A
A;ES617;2016;PLAZ_MEDI_ESTI;15603.76172197;A
A;ES617;2015;PLAZ_MEDI_ESTI;15057.27700339;A
A;ES617;2014;PLAZ_MEDI_ESTI;15427.91155917;A
A;ES617;2013;PLAZ_MEDI_ESTI;15678.25810637;A
A;ES617;2012;PLAZ_MEDI_ESTI;15222.16711462;A
A;ES617;2011;PLAZ_MEDI_ESTI;15010.84771752;A
A;ES617;2010;PLAZ_MEDI_ESTI;14777.83474138;A
A;ES617;2009;PLAZ_MEDI_ESTI;14804.85038402;A
A;ES617;2008;PLAZ_MEDI_ESTI;14225.62933204;A
A;ES617;2007;PLAZ_MEDI_ESTI;13846.01389335;A
A;ES618;2020;PLAZ_MEDI_ESTI;1210.364596545;A
A;ES618;2019;PLAZ_MEDI_ESTI;2211.02688172;A
A;ES618;2018;PLAZ_MEDI_ESTI;2015.7150538;A
A;ES618;2017;PLAZ_MEDI_ESTI;1921.02956993;A
A;ES618;2016;PLAZ_MEDI_ESTI;1610.1110691;A
A;ES618;2015;PLAZ_MEDI_ESTI;1658.87798257;A
A;ES618;2014;PLAZ_MEDI_ESTI;1911.68133951;A
A;ES618;2013;PLAZ_MEDI_ESTI;1255.07795698;A
A;ES618;2012;PLAZ_MEDI_ESTI;1270.28689287;A
A;ES618;2011;PLAZ_MEDI_ESTI;1270.67795699;A
